GENE	Col 0	Col 1	Col 2	Col 3	Col 4	Col 5	Col 6	Col 7	Col 8	Col 9	Col 10	Col 11	Col 12	Col 13	Col 14	Col 15	Col 16	Col 17	Col 18	Col 19	Col 20	Col 21	Col 22	Col 23	Col 24	Col 25	Col 26	Col 27	Col 28	Col 29	Col 30	Col 31	Col 32	Col 33	Col 34	Col 35	Col 36	Col 37	Col 38	Col 39	Col 40	Col 41	Col 42
VNG2581H	-0.059982	0.437397	0.447894	0.102982	-0.194541	0.446196	0.184862	-0.836069	0.106690	0.474624	-1.138234	-0.655324	0.420270	0.198634	0.298711	0.107394	0.074191	-1.352629	0.229427	0.343390	0.478420	-0.819331	0.065260	-0.133283	-0.041015	0.387888	-0.713942	0.403899	-1.293817	0.250707	-1.142649	-1.076944	-0.390591	0.125284	-0.684596	0.112669	-1.068094	0.480977	0.478926	0.284060	-1.955585	-1.108400	-0.528527
VNG2447G	0.476967	0.343390	0.231724	-0.753663	0.284060	0.151660	0.024381	0.196096	0.116171	0.461766	-0.763667	-0.168453	-0.582923	0.198634	0.529093	0.107394	-0.061018	0.008350	-0.530701	-0.014846	0.529093	-0.237375	0.520754	-0.018025	0.460181	-0.409758	-0.934035	-1.124179	0.442319	0.508496	-1.589924	0.167973	0.025115	-0.204466	-0.345704	-0.634354	-0.381834	0.352400	0.392920	-1.282259	-0.833655	-0.204466	0.189065
VNG1068G	-0.033958	0.081675	0.156768	-0.740709	0.421473	-1.072204	-0.884552	-0.042713	-0.694169	-0.785712	-1.028311	0.096711	-0.553708	-0.349797	0.469892	0.107394	-1.018453	-0.422806	-0.266668	0.473231	-0.331503	-0.139045	-0.920102	-1.007701	0.231724	-0.808566	-0.949022	-0.139045	0.191943	-0.579140	-1.507565	-0.212852	-0.390591	-0.744124	-0.194144	0.119015	0.041760	0.022317	-0.010944	0.079638	-1.817120	-0.607993	-1.046288
VNG1889H	0.148432	0.004958	-0.998426	-0.753663	-0.906150	-1.762771	0.155610	-0.914439	-0.615246	-0.639611	-0.217663	0.154119	-1.062700	-0.538553	-1.275564	0.334633	-0.505086	-0.003736	0.112669	-0.505086	-1.244202	-0.511998	-1.838831	-0.018025	-0.387083	-0.259120	0.020862	0.403899	-0.238945	-0.195962	-0.213660	0.039803	0.223441	-1.723825	0.069968	-0.223442	0.155610	-1.207909	0.157735	-1.098384	-1.440844	0.484090	-1.404326
VNG2117C	0.241897	0.487287	-0.348626	-0.806570	-1.396884	-1.431333	0.219424	0.180048	0.042781	0.420270	-1.449889	-0.363437	0.006653	0.494236	-0.983858	0.035558	0.074191	-0.912538	-0.303579	-0.071361	-0.772114	0.416795	0.520754	0.395677	-0.117569	0.303950	-0.624175	0.481897	0.029790	-0.050256	-1.868746	0.167973	-0.050256	0.423680	0.478420	0.529093	-0.182952	0.456113	-0.082446	0.270316	-1.735770	-0.257695	-0.011819
VNG1898C	0.461766	0.417574	0.520754	-0.456136	-0.256042	0.529093	-0.775010	-0.744124	-0.721683	-0.456136	-0.091584	-1.581352	0.431625	0.529093	0.225633	-0.146082	0.477531	-1.062363	-0.420539	0.082402	0.365499	-1.244202	0.261929	-0.325273	0.444179	-0.147566	-0.325273	-0.828887	0.507871	-0.113362	0.023652	-0.573760	-0.708220	-0.039115	0.464870	0.160905	-0.992228	-0.043774	0.506585	0.389966	-1.354374	-0.003736	0.032539
VNG0401G	-0.860637	-0.524785	-0.598967	0.061602	-0.061436	-0.907734	-0.191381	0.159876	0.176637	-1.388314	-1.391726	-0.626949	-0.345704	0.176637	-1.141861	-0.026869	-0.345704	0.245806	-1.844382	-0.055856	-1.452567	-0.018437	0.120210	0.463402	-0.825545	0.234423	0.157735	-0.169508	0.196096	0.145521	0.079250	-0.372654	0.137845	-0.029390	0.081675	-1.424181	-0.962972	0.085036	-0.989855	0.184024	-0.593503	-1.591849	0.082402
VNG0885G	0.057222	-0.947869	0.313577	-0.258554	-0.538553	-0.003736	0.227908	0.159876	-0.101402	-0.289519	-0.538553	0.203890	0.413476	0.296460	0.006653	-0.763667	0.445590	-0.868957	-0.361564	-0.767764	0.055618	-0.456136	0.261929	0.241897	0.161911	-0.440695	-0.768910	0.481897	-0.912522	0.150099	-0.379412	-0.678308	-1.411468	-0.933422	-1.332473	0.126503	-0.243773	0.228884	-0.628281	-0.645657	-0.110008	0.344956	0.375758
VNG1261H	-0.199976	-0.101402	-1.303889	0.182368	-0.174523	-0.225687	0.268593	0.056624	-0.721683	0.436644	-0.618119	0.131588	0.520754	0.484090	0.535062	-1.145013	-0.176499	0.023274	0.349161	0.423680	0.498569	-0.317739	0.065260	0.478926	0.480012	0.341949	-1.450893	-0.419387	0.196096	0.323643	-0.800845	-0.086544	-0.130003	-0.213660	0.313577	0.501555	-1.002488	-0.582116	-0.261775	0.520754	-0.819331	-0.018437	0.144706
VNG6240G	-0.779569	-0.067278	-1.268199	-0.943724	-0.246305	-1.374468	-0.951646	-0.701189	-0.387083	0.127837	0.413476	-0.775010	-2.142130	-1.145013	-0.648631	-0.199976	-0.753663	0.065260	0.120210	-2.535835	-0.495780	-0.618119	-1.164445	-0.736325	-0.785712	-0.121068	-0.645657	-0.849503	-0.839404	-0.765692	0.060856	-0.029390	-0.050256	-1.251968	-1.408527	-0.876047	-0.034982	-0.112122	-1.341834	-1.159104	-0.223442	0.245806	-0.911972
VNG0342G	0.520754	-0.057614	0.177390	-0.098397	-0.713942	-0.170731	0.504215	0.505569	0.205800	0.501555	-1.433158	-0.681589	0.447738	0.125284	0.498569	-0.103309	0.358373	-0.836069	0.165791	-0.168453	0.480012	0.076997	0.535062	0.517839	0.529093	-0.305445	-1.507915	0.252503	-0.148731	0.504215	-0.767764	0.172420	0.137845	-0.114169	0.469892	-0.010944	-0.310559	0.365499	0.507871	0.008350	-1.279635	-0.246305	-0.166555
VNG2411G	0.409117	-0.791913	0.468577	-0.136524	0.186058	-0.767764	-0.815647	0.363712	0.212189	0.300181	0.269271	-0.775010	-0.094989	-0.243773	-1.206537	0.035558	-0.797469	0.426645	0.180048	0.111182	0.037740	-0.839404	-0.639611	-0.663679	-0.295512	0.270316	0.105495	0.455498	0.488380	0.081675	-1.346532	-0.933594	0.421473	-0.237375	-1.408527	-0.979116	-0.811064	-1.360845	-0.684596	0.284060	-0.024271	0.069968	-0.466056
VNG2146H	-0.797469	-0.041015	-1.541301	-0.943724	-0.598967	-0.182952	-2.158785	-1.279635	0.428660	-0.053003	-0.763667	0.431625	0.236838	-0.555553	-0.281060	-1.034619	-0.728914	-0.733298	-1.123715	0.184024	-0.184833	0.150099	0.371637	-0.067278	-0.517550	-0.321654	-0.624175	0.086039	-2.878838	-0.857549	-1.223107	-1.045321	-0.868957	-0.376201	-0.081341	0.094645	-0.409758	-1.026371	-0.530701	-0.742903	0.155610	-0.047606	-0.761098
VNG1698G	0.025115	-2.028432	0.109153	-1.480337	-0.956542	-0.927563	-0.266668	0.245806	0.239280	-1.328545	0.279244	-0.091584	-0.150958	-0.094989	-0.223442	-0.405060	0.413476	0.140561	0.180048	-1.928734	-1.053650	-0.713942	0.120210	-0.106545	-0.517550	-0.033958	-0.892927	-0.003736	0.099048	0.131588	-0.565187	-0.278022	-0.130003	-0.728914	0.069968	-0.470325	-0.607993	0.494236	-0.370279	0.140561	-0.970456	0.214485	0.219424
VNG1938C	-1.487686	-0.782277	0.002724	-0.806570	0.047719	-0.225687	-0.312824	0.455498	-0.345704	-0.828887	-0.270990	-0.962364	0.513584	0.510145	0.140561	-0.949873	-0.116492	0.127837	-0.440695	-0.505086	0.329398	-0.112122	0.261929	-0.067278	0.191943	-1.031194	0.179610	-1.388243	-0.076319	-0.459357	-0.188427	-1.529733	-1.525633	-0.701189	-0.553708	0.205800	-0.322954	-0.244610	-0.111292	-0.191381	-0.579140	-0.188427	0.174821
VNG1314H	-1.206537	0.213736	0.399750	-0.679719	-0.429293	-0.510262	-1.062742	0.099048	-0.139045	-0.718382	-0.868957	0.395677	0.078383	-0.728914	-0.839404	-0.103309	0.003660	0.050478	-0.463926	-0.691632	-0.212852	-1.218870	-0.163245	-0.270990	-0.204466	-1.018251	-0.134496	0.201946	-0.678308	-1.884848	0.128551	-1.120751	0.137845	-0.933422	-0.785712	-0.281060	-0.194541	0.296460	0.189065	-1.191322	-0.568635	-0.035640	0.387888
VNG0330G	-1.487686	-1.099177	-0.168453	-2.130890	-0.524785	0.102982	-0.024038	0.297941	-0.915099	0.217436	0.069968	-1.210821	-0.538553	-1.857673	-0.097774	0.145521	-0.075317	-1.396884	-0.043774	-1.073627	-0.184833	-0.317739	-0.163245	-0.728914	-0.987437	-0.348626	-0.472178	0.423680	-0.076319	-0.910112	0.353109	-0.573760	-0.708220	-0.836069	-0.081341	-0.747947	-0.099283	0.212542	-0.779569	-0.024038	-1.066896	0.517839	-1.492495
VNG1142G	-0.963880	-0.655324	-0.075317	-0.919708	-0.215265	-0.357140	0.197851	0.390762	0.380978	0.152388	0.167973	-0.206878	-0.071361	-0.293408	-0.289519	-0.103309	0.208880	0.065260	-0.110008	0.297941	-0.495780	0.082729	-0.960262	0.433588	0.217436	0.423680	0.362755	0.166251	0.499488	-1.719403	0.448122	-0.086544	-0.130003	-0.300916	0.211202	-0.686175	-0.005295	-0.565187	-0.173433	-2.190002	0.065260	-0.948700	-0.899205
VNG1168C	0.131588	0.292247	0.087903	-0.116492	0.047719	-0.832534	0.343390	-0.397549	-1.024078	-1.586080	-0.631404	-0.669959	-0.053167	0.504215	0.444179	-0.146082	-1.155526	-1.218870	-1.707934	0.192532	-0.495780	-0.669959	-0.163245	0.241897	-0.728914	-0.815647	-1.211422	-0.381834	-0.121068	0.230798	-1.777290	-0.154815	0.137845	0.383995	0.162650	0.425238	-1.275236	0.203250	0.176637	0.515224	-1.227298	-1.048274	0.228884
VNG6237G	0.511530	0.019723	0.177390	-0.615246	0.383995	-0.440695	-0.077753	0.390762	-0.358241	0.363712	-1.196832	-0.075317	0.258495	0.198634	0.428174	-0.713942	0.162650	-0.033958	0.171695	-1.885936	0.113769	-0.607993	0.065260	-0.191381	0.094645	-0.440695	-0.645657	-0.292031	-0.747947	-0.230201	-1.057401	0.231724	0.501555	-0.388690	-0.655324	0.256403	-0.935555	0.504215	0.211040	0.016189	-1.288209	-0.538553	-0.972099
VNG1053G	-1.032557	0.300181	-0.121068	-0.233148	-0.666079	-1.269767	-1.148988	-0.233148	-0.721683	-0.212852	0.148783	-1.072254	-0.440695	0.458430	-0.041015	-1.856431	-0.528527	0.065260	-0.266668	0.289465	-0.840933	-1.094037	0.065260	-0.736325	-0.174523	0.327741	0.090089	0.379786	-0.200938	0.193853	-0.892927	-1.529733	-1.525633	-0.587862	0.162650	-1.164445	-0.005295	-0.141357	-0.122008	0.469892	-0.520063	-0.615246	-1.389912
VNG6133H	-0.607993	-0.168453	0.045489	-0.188427	-1.267159	0.035558	-0.345704	0.287108	0.480012	-0.730610	-1.662762	-0.335632	-0.871699	0.489269	0.446196	0.192532	-0.121068	-1.634402	0.191697	-0.249761	-0.463926	-0.041850	-0.163245	-1.007701	-0.995562	-0.794077	-0.645657	-0.775010	-0.013807	0.131588	-0.659816	0.437397	-0.130003	-0.213660	0.245806	-0.610203	-0.878253	-1.481044	0.483216	0.096711	0.235184	-0.069474	0.245091
VNG0457G	-0.980120	0.332177	-0.874313	-1.220599	0.157672	0.231724	-0.101402	-1.628752	-0.150958	-0.694169	-0.003736	-0.587862	-1.567792	-0.791913	-0.701189	0.107394	-0.334487	0.223039	0.205800	-1.548934	-1.267159	-0.857549	-0.761098	-0.663679	-1.066896	0.161371	0.098217	0.015291	-0.618119	-0.787901	0.023652	0.198634	0.322165	-0.828887	-0.876047	-0.610203	-0.878253	-0.251399	0.229427	-0.813501	0.105495	0.159876	0.111182
VNG5145H	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062	0.535062
VNG1830G	0.186718	0.249379	-0.998426	-0.116492	-0.286029	0.061602	-0.289519	-0.415616	0.033902	0.491529	-0.538553	-0.168453	0.289955	-0.520063	0.127837	-1.212584	-0.568635	-0.013155	0.139945	0.260087	0.292247	-0.832534	-0.163245	-0.067278	-0.204466	0.375758	-0.205981	0.166251	-1.171688	-0.653265	-0.767764	-1.529733	-1.525633	-0.169508	0.245806	-0.067278	-1.037477	-0.491855	-0.695305	-1.248942	-1.265219	-0.794077	-1.108400
VNG0149G	-0.844269	-0.278022	-0.407565	-1.431333	-0.256042	-0.199976	-0.521488	-0.495780	0.116171	-0.007845	-1.449889	-0.449675	-3.734441	-0.684596	-1.001441	0.284060	-0.483816	-0.691632	-0.233148	-0.102038	-1.018251	-0.669959	-1.164445	-1.680272	-1.136903	-0.179200	-1.232308	-0.217663	0.057222	0.188108	-0.542668	-0.517550	-0.390591	-0.836069	0.313577	-1.418083	-0.568635	-0.076319	-1.623441	-1.286849	-0.286029	0.092399	-0.587862
VNG1581C	0.535062	0.305996	0.438240	0.148783	0.529093	0.515224	0.510145	0.483216	0.231724	0.447894	-1.609717	0.497800	0.535062	-0.036859	0.535062	0.305243	0.352400	-1.062363	0.508496	-0.327814	0.535062	0.416795	0.520754	0.535062	0.502453	0.140561	-0.871699	0.113769	0.203691	0.438240	-0.035640	0.270316	0.520754	0.423680	0.502453	0.535062	-0.585430	-0.101402	0.529093	0.241897	-2.541260	0.035558	-1.246991
VNG0095G	-1.206537	-1.088190	0.491529	0.182368	0.162650	-0.641046	0.505569	-0.042713	-0.582923	0.231724	-1.090643	-0.051368	-0.381834	0.446196	0.127837	-1.034619	-1.749801	-0.176499	-1.129686	0.325156	-0.648631	-0.910417	0.371637	-0.018025	-0.628281	0.042781	-1.024078	0.252503	0.092399	0.158977	-0.565187	0.093286	0.279244	-0.047606	0.478420	0.217436	-0.907875	0.407968	-0.154815	-0.171691	-1.279635	-0.357140	-0.045247
VNG0702H	-0.059982	0.096711	0.177390	-0.286029	0.245091	0.044489	-0.057287	-1.749756	-0.230201	0.152388	-0.370279	0.441015	0.360029	0.403899	0.162650	0.107394	0.208880	-0.892927	0.039803	0.116171	-0.045247	-0.176499	-0.163245	-0.971051	-0.204466	-0.033958	-0.794077	-0.479363	0.357009	-0.173433	-0.246305	-0.086544	-0.456136	-0.681589	-0.618119	0.496581	-0.310559	-0.481902	-0.055623	0.023652	-0.718382	0.057222	-1.426651
VNG1247G	0.450825	-0.228710	-1.682807	0.383995	-0.565187	0.395677	-0.141357	-0.018025	-0.210594	-0.082446	-1.009377	0.428174	-0.836069	0.409117	0.505569	-0.217663	-0.075317	-0.495780	-0.440695	0.199868	0.441015	-2.085838	0.065260	-1.345261	-1.702945	-1.334962	0.134588	0.473231	-0.286029	0.217436	-1.791865	-0.678308	-1.012747	0.305996	0.186718	-1.071344	-0.077130	-0.244610	0.211040	0.119375	-1.251968	-1.346532	-0.698296
VNG1408G	0.302775	-0.309029	0.502453	-0.179540	-0.718963	-1.256475	0.403899	0.180048	-0.782277	-0.593503	-0.257695	0.354195	0.452110	0.394115	0.245806	0.107394	-0.978705	-0.495780	-0.649676	-0.198494	0.316803	-0.041850	0.371637	-0.191381	-0.348626	0.375758	-1.090643	0.323643	0.029790	-0.509363	-0.379412	0.186718	0.421473	-0.177974	0.211202	0.078383	-0.815647	-0.653265	0.485509	-2.310395	-1.639399	0.041760	-1.369878
VNG1561C	-0.473932	0.292247	-1.541301	-0.456136	0.448122	-1.975066	-1.498090	-0.797469	-0.825545	-1.131755	-0.331503	-0.009639	-0.195962	-0.669959	-0.761098	0.327741	-0.479363	-0.184833	-0.096500	-0.176499	-0.716158	-1.152029	-1.164445	-0.663679	-1.235525	0.446196	0.287108	-0.535120	-2.268471	0.039803	-0.113362	0.365499	-0.300916	-2.045290	-1.096246	-1.205959	-0.509363	-2.076234	-1.195326	-2.122914	-0.568635	-1.811369	-1.369878
VNG0715G	0.186718	-0.357140	-0.075317	-0.198494	0.128551	-0.878253	-0.248661	-0.064020	-0.582923	-1.275730	-0.980359	-0.626949	-0.991547	-1.934791	-0.374117	0.513584	0.116171	-0.702858	0.230374	-0.466056	-1.018251	0.150099	0.371637	-0.663679	-0.041015	-1.031194	-0.357140	-0.847325	-1.319758	-1.098940	-1.169746	-0.029390	0.025115	-0.106545	-0.345704	-0.800845	-1.402019	0.445590	0.179610	-1.511812	-1.417613	0.480977	-0.847325
VNG2220G	-0.388690	0.189065	-0.075317	-0.986696	0.493435	0.517839	-0.039115	0.401248	0.125284	0.485509	-1.658194	-1.732314	-1.153747	-1.319758	0.006653	-0.289519	0.175470	-1.514351	0.221387	-1.047321	-0.278022	0.472154	0.261929	0.037740	0.161911	-0.546960	-0.325273	-0.559359	-0.005295	0.425238	-1.237330	-0.573760	-0.708220	0.094645	0.162650	0.134588	-1.029539	0.179610	-0.248661	-0.721683	-1.762132	-0.589756	0.166251
VNG6294G	-0.844269	0.305996	-0.521488	-0.205981	-1.271287	-0.641046	-0.871699	-1.818717	0.395677	-0.473932	-0.896990	-1.186751	-0.874313	-0.684596	-1.349913	-0.497732	0.379786	-0.546960	-1.272430	-0.767764	-0.359597	-0.713942	-1.164445	-0.728914	-0.387083	-0.215265	-1.294776	-1.578745	-1.282746	-0.809304	-0.379412	-0.047606	-0.456136	-1.133818	-0.134496	-0.881669	-1.002488	-1.449976	0.014285	-0.593503	0.496912	0.214485	-0.292031
VNG2385H	-0.524785	-0.906150	-0.772114	0.109153	-0.466056	-0.907734	-1.425771	-0.415616	0.205800	-1.609717	-1.640309	0.256403	-0.928447	-0.243773	-0.485709	-1.402019	-0.075317	0.444179	-0.691632	-0.047606	-1.024078	-0.607993	-0.163245	-1.238250	0.082729	0.104792	-1.609717	0.086039	-2.138713	-0.598967	-0.449675	-1.179424	-0.902739	-1.061381	0.294496	-0.312824	-0.639611	0.092399	0.294241	-1.687232	0.199868	0.459684	0.159876
VNG2424G	0.203890	-0.524785	-0.075317	-0.528527	-0.818514	-0.130482	0.484090	0.245806	-0.210594	0.105495	-0.960262	0.096711	0.276866	-0.951646	0.275665	-0.202694	-0.509363	-0.033958	0.025115	0.128551	0.055618	-0.219691	0.261929	-0.325273	-0.174523	-0.996560	0.147135	-0.041015	0.064267	0.300786	-0.565187	-0.573760	-0.708220	0.423680	0.162650	0.236838	-0.718382	-0.896990	-0.191381	0.236363	-1.359471	-0.844269	-0.787901
VNG1700G	0.025115	-2.028432	0.109153	-1.480337	-0.956542	-0.927563	-0.266668	0.245806	0.239280	-1.328545	0.279244	-0.091584	-0.150958	-0.094989	-0.223442	-0.405060	0.413476	0.140561	0.180048	-1.928734	-1.053650	-0.713942	0.120210	-0.106545	-0.517550	-0.033958	-0.892927	-0.003736	0.099048	0.131588	-0.565187	-0.278022	-0.130003	-0.728914	0.069968	-0.470325	-0.607993	0.494236	-0.370279	0.140561	-0.970456	0.214485	0.219424
VNG1554G	-0.473932	0.292247	-1.541301	-0.456136	0.448122	-1.975066	-1.498090	-0.797469	-0.825545	-1.131755	-0.331503	-0.009639	-0.195962	-0.669959	-0.761098	0.327741	-0.479363	-0.184833	-0.096500	-0.176499	-0.716158	-1.152029	-1.164445	-0.663679	-1.235525	0.446196	0.287108	-0.535120	-2.268471	0.039803	-0.113362	0.365499	-0.300916	-2.045290	-1.096246	-1.205959	-0.509363	-2.076234	-1.195326	-2.122914	-0.568635	-1.811369	-1.369878
VNG6407H	-0.235098	-1.108970	-0.182952	0.450825	-1.311323	0.112669	-1.110658	-1.379230	-0.857549	0.273857	0.044489	-0.387083	-1.091930	-0.839404	-0.907734	-0.026869	0.003660	-0.702858	-0.733298	-1.013149	-0.961965	-0.761098	0.065260	-1.272989	-0.501394	0.234423	-0.036859	-0.003736	-1.237330	-0.800845	0.188108	-1.647537	-1.643583	-1.598019	-0.785712	-0.530701	-0.728914	-0.130003	-0.511468	-1.217002	0.061602	-0.839404	-0.045247
VNG0659H	-0.059982	0.148432	0.337786	0.508496	0.018430	0.349161	-0.881669	-0.148731	0.198634	0.238256	-0.860637	0.300786	-0.643330	-0.372654	0.303950	-0.217663	-0.631404	-0.358241	0.025115	-0.112122	0.074191	0.442319	0.371637	-0.191381	-0.517550	0.318907	-1.410177	0.517839	-0.312824	-0.204466	-0.013155	0.365499	0.508496	0.125284	-0.021677	-0.485709	-0.593503	-0.179540	0.184862	-0.935032	-1.618752	0.202591	-1.019512
VNG0573C	-0.921560	0.199325	0.399750	-0.036859	0.529093	0.489269	0.298711	-0.179200	0.024381	0.431324	-0.659816	-0.860637	0.195764	0.529093	0.494236	-0.026869	0.371637	-1.595847	0.285850	0.192532	0.490697	0.035558	0.499488	0.098217	0.520754	-0.409758	-0.379412	0.086039	0.207348	0.496912	-1.040466	-1.647537	-1.643583	0.017019	0.464870	-0.163245	-0.833655	-0.238945	0.507871	0.096711	-1.976050	-1.189525	0.039803
VNG1218C	-0.921560	0.464870	-1.141861	-0.565187	0.080523	0.508496	-0.300916	-0.233148	-0.915099	-0.147566	-1.173034	0.119015	0.379786	0.478926	0.235504	-0.871699	0.413476	-0.691632	0.081675	0.184024	0.469892	0.128551	-0.639611	0.395677	0.361869	-0.643330	-0.518307	-0.102038	0.357009	0.460181	-0.963880	-0.573760	-0.708220	0.190645	-0.345704	-0.107093	-0.935555	-0.713942	0.148432	-0.310559	-2.496887	-0.624175	-0.139045
VNG1420H	0.450825	-0.278022	0.261297	-0.305445	-0.286029	-1.048274	0.148282	-0.602555	0.326266	0.327295	-1.090643	0.461766	-0.847325	0.403899	0.480012	0.050478	-0.666079	-0.691632	-0.884552	-0.747947	0.276866	0.201946	-0.163245	0.203890	-0.055623	-1.066896	-0.736325	0.193853	0.426645	0.312700	-0.818514	-0.917446	0.501555	-0.744124	-0.989855	-1.414649	-1.241547	-0.303579	0.379316	-1.144092	-1.740576	-0.055623	-1.186242
