"GENE"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"
"VNG0095G"	-3.31044301839369	-2.84043938914796	-0.0232686269393543	-0.335472736288129	-0.360969868221613	-1.62964061975162	-0.0110609473594249	-0.699165252885508	-1.52785792544168	-0.247180129142451	-2.84731226843572	-0.713349887877465	-1.21739582465808	-0.0747235461959364	-0.423120043346885	-2.68677806582667	-7.58306254141375	-0.913793851675568	-2.99174025228445	-0.166054584330083	-1.64506509007725	-2.33717653776366	-0.12897038129696	-0.657780036722654	-1.6094379124341	-0.562118918153541	-2.65214256916391	-0.225646681532328	-0.478035800943	-0.371063681390832	-1.50058350752202	-0.476424197048658	-0.20334092401803	-0.707246104939447	-0.0397808700118446	-0.269187489815617	-2.33098456751574	-0.105360515657826	-0.881889305156823	-0.906340401020987	-3.71317214668298	-1.18090753139494	-0.705219761794215
"VNG0098G"	-0.588787165235702	-0.199671195129068	-0.486133011175619	-0.884307686021104	-0.188742124596877	-1.62964061975162	-0.00904074465214907	-0.0555127099302588	-0.0586889963486796	-0.269187489815617	-0.650087691099498	-0.646263594661095	0	-0.146182510178081	-0.154317360384357	-1.33941077522104	-1.68739945390381	-1.82015894374975	-0.382725621138675	-0.29975465368605	-0.0976128288670004	-0.479650006297541	0	-0.29035230100766	-0.00300450902029872	-0.0866478067256722	-1.9173226922034	-0.931404369684203	-0.174353387144778	-0.0439518875291828	-1.17441400208439	-1.48722027970985	-0.574475650842447	-0.487760350834995	-0.841647188878389	-0.194799078305067	-2.14558134418438	-0.236988958136263	-0.316081546973479	-0.721546655081643	-2.10373423424888	-4.01738352108597	-1.34707364796661
"VNG0117H"	-1.1239300966524	-10.4482147279778	-0.827822083886547	-0.54818141030976	-2.8895720777256	-1.80788885115794	-1.20397280432594	-1.21066179247673	-1.13320373343773	-0.133531392624523	-1.1551826401565	-3.03863977456527	-6.29798970736124	-1.01335244471729	-1.40649706843741	-1.18744350237473	-2.47456035773386	-0.34389975245001	-0.421594490038048	-1.02722229258144	-0.623621117911335	-1.25526609871349	-0.522560879984412	-2.00248050054371	-0.148500008318444	-1.36257783450257	-6.40093767661368	-0.693147180559945	-6.97603411973543	-1.55116900431012	-1.27654349716077	-1.50959257746438	-1.77195684193188	-1.03845836584836	-1.1679623668029	-0.636766847123838	-0.576253429088446	-1.4784096500277	-0.209487224866724	-1.04412410338404	-1.33560124680437	-0.53785429615391	-1.15836229307388
"VNG0123G"	-0.122167633974208	-1.50959257746438	-0.750776293396582	-0.0801260444792849	-0.0100503358535015	-0.853315932712767	-0.441610554744518	-0.382725621138675	-3.14191478373207	-0.185125484126689	-3.0597376035299	-0.546452801409142	-0.484508315448617	-0.465215112513938	-0.00400802139753882	-3.34670919637809	-1.45243416362444	-0.0801260444792849	-1.52326021619305	-0.414001439130451	-0.837017550979647	-9.50874640779094	-0.522560879984412	-0.936493439191674	-2.07944154167984	-5.83617166270195	-0.818710403535291	-1.4961092271271	-0.048140375327935	-0.183922838160928	-0.0608121393967575	-1.50959257746438	-1.77195684193188	-1.02165124753198	-1.1679623668029	-0.269187489815617	-0.424647927524938	-2.1119647333854	-1.69826912614072	-0.576253429088446	-2.56265199841285	-0.287682072451781	-0.484508315448617
"VNG0124C"	-0.122167633974208	-1.50959257746438	-0.750776293396582	-0.0801260444792849	-0.0100503358535015	-0.853315932712767	-0.441610554744518	-0.382725621138675	-3.14191478373207	-0.185125484126689	-3.0597376035299	-0.546452801409142	-0.484508315448617	-0.465215112513938	-0.00400802139753882	-3.34670919637809	-1.45243416362444	-0.0801260444792849	-1.52326021619305	-0.414001439130451	-0.837017550979647	-9.50874640779094	-0.522560879984412	-0.936493439191674	-2.07944154167984	-5.83617166270195	-0.818710403535291	-1.4961092271271	-0.048140375327935	-0.183922838160928	-0.0608121393967575	-1.50959257746438	-1.77195684193188	-1.02165124753198	-1.1679623668029	-0.269187489815617	-0.424647927524938	-2.1119647333854	-1.69826912614072	-0.576253429088446	-2.56265199841285	-0.287682072451781	-0.484508315448617
"VNG0132C"	-1.1679623668029	-3.9528449999484	-1.31676829847128	-0.112049503808623	-0.0943106794712413	-1.45671682541644	-0.520875959619492	-0.368169323364468	-0.427710717055484	-2.95459033022282	-1.89711998488588	-1.01611106715637	-1.02165124753198	-4.16691525505694	-0.348140041488895	-0.675307262431614	-1.0700248318162	-0.382725621138675	-1.48722027970985	-1.15201306539522	-0.369615455214467	-0.381260419411347	-2.48771057712073	-0.208254938820459	-0.346724613085564	-5.68692535758978	-5.10935126703541	-8.39497555869199	-0.752897184965719	-0.229413164327805	-1.25526609871349	-1.24827306322252	-0.574475650842447	-0.404965233066513	-0.360969868221613	-0.019182819416774	-1.18090753139494	-1.23443201181064	-1.98050159382493	-0.216913001563574	-1.57987911019256	-1.36257783450257	-0.49758039701597
"VNG0147C"	-0.438504962186365	-0.199671195129068	-0.923818998294947	-0.0790432073404529	-0.567395975254385	-0.951917909517306	-1.40242374304977	-1.61445045425764	-0.0586889963486796	-1.21402314017944	-4.69072807434974	-1.07587280169862	-4.09835258361964	-2.77579385318873	-11.6017566786768	-0.994252273343867	-0.133531392624523	-1.73727128394399	-0.228156093137754	-1.17118298150295	-13.5080258582163	-1.69281952137315	-0.886731929632611	-2.58893472021205	-1.98777435315401	-0.918793862092274	-0.729811164931537	-0.994252273343867	-0.29975465368605	-0.583396316600826	-1.40649706843741	-1.50058350752202	-1.32802545299591	-1.51412773262978	-1.13320373343773	-2.82683373709218	-1.50507789710986	-0.454130280089445	-0.100925918589961	-0.772190387900398	-1.09362474715707	-0.478035800943	-1.65548185093551
"VNG0149G"	-2.13707065451647	-1.08470938349912	-1.24827306322252	-4.60517018598809	-1.05843049903528	-0.951917909517306	-1.44392347395653	-1.39432653281715	-0.438504962186365	-0.644357016390513	-4.69072807434974	-1.32050662058189	-19.795046534207	-1.72036947314138	-2.61046987276335	-0.20089294237939	-1.37436579025462	-1.73727128394399	-1.01335244471729	-0.794073099149906	-2.63805782928218	-1.69281952137315	-3.13040717688059	-6.57845153183954	-3.02207624889359	-0.918793862092274	-3.42959685618385	-0.994252273343867	-0.53785429615391	-0.322963886596421	-1.4740332754279	-1.43129172705063	-1.23100147671386	-2.1119647333854	-0.173163619009189	-4.50081017066385	-1.50507789710986	-0.752897184965719	-5.87457079563648	-3.75075485783202	-1.09362474715707	-0.478035800943	-1.53711725085447
"VNG0158G"	-0.182721636815294	-0.0640053299759124	-0.00200200267067308	-0.00300450902029872	-0.0232686269393543	-0.00200200267067308	-1.36257783450257	-2.24431618487007	-1.18417017702976	-0.644357016390513	-1.83258146374831	-0.0304592074847086	0	-0.0110609473594249	-0.131248286609954	-0.449416995637347	-0.113168698105638	-4.0285568216841	-0.211956361923645	-0.00100050033358353	0	-0.173163619009189	-0.216913001563574	0	-0.224394333215862	-0.294371060602578	-0.375420986759788	-0.116533816255952	-0.489390343045926	-0.0325231917055601	-1.27654349716077	-2.56135582195141	-0.20334092401803	-0.00501254182354429	-0.277071893339765	-0.0253178079842899	-0.787457860031187	-0.168418651624963	-0.019182819416774	0	-5.9716619198118	-1.73727128394399	-2.89679232569909
"VNG0168H"	-1.75446368448436	-0.164874643190234	-0.378336440719912	-0.00601807232556302	-0.911303190363116	-0.444725822061467	-0.215671536475509	-0.0171461588349705	-0.375420986759788	-0.0345914447696191	-0.703197516413447	-0.0253178079842899	-0.346724613085564	-0.293029678778376	-0.0120725812342692	-0.574475650842447	-0.226900600191922	-2.51701670370623	-1.73727128394399	-0.0502412164367468	-0.0801260444792849	-0.331285709933913	-0.886731929632611	-0.839329690738027	-0.0768810443359576	-14.6387664238712	-1.05555279920766	-0.931404369684203	-0.0325231917055601	-1.09362474715707	-1.88387475813586	-0.881889305156823	-0.20334092401803	-0.127833371509885	-0.189950583958446	-0.13010868534702	-0.182721636815294	-1.93794197940614	-0.0110609473594249	-1.9173226922034	-2.16282315061889	-2.60775247978685	-0.199671195129068
"VNG0176H"	-0.019182819416774	-0.089924707527987	-1.31676829847128	-0.500875292912823	-0.0100503358535015	-0.621757184473272	-3.11903048989848	-0.336872316642553	-2.15416508787577	-0.898942093539542	-0.249744233111389	-2.53451715034133	-0.133531392624523	-3.4673371841667	-0.00501254182354429	-1.24479479884619	-0.729811164931537	-2.22562405185792	-0.499226487922639	-0.931404369684203	-0.0151136378100482	-7.96618577801742	-0.522560879984412	-0.839329690738027	-1.87080267656851	-1.90380897303668	-1.25176346816228	-0.059750004405774	-0.123298216344494	-0.0130852395486555	-0.532730459154041	-0.983499481567605	-0.588787165235702	-1.14885350510486	-0.173163619009189	-0.636766847123838	-0.695149183230618	-1.68739945390381	-0.908818717035454	-1.4961092271271	-5.10769700693939	-0.898942093539542	-0.233193887167711
"VNG0192G"	-0.0222456089473197	-0.230671817735001	-1.24827306322252	-2.54338357954698	-0.789658080940789	-5.17787121347217	-0.908818717035454	-2.42701517137222	-0.0335567835288428	-0.644357016390513	-1.36257783450257	-0.119910296672558	-1.17118298150295	-2.16282315061889	-3.67300610495765	-1.9241486572738	-1.21066179247673	-1.73727128394399	-3.56843330103807	-3.29954372793566	-6.80339526365789	-2.52697942620991	-3.13040717688059	-3.83970234384852	-4.73073340896344	-0.76142602131324	-1.8773173575897	-3.86800612001137	-1.44816976483798	-0.269187489815617	-0.715392789507265	-0.569161200778954	-0.168418651624963	-1.34707364796661	-1.95192822138088	-6.34244146993208	-2.10373423424888	-1.08175517160169	-1.52326021619305	-2.4476108650443	-0.283690051182243	-0.391562202939173	-2.39909599337489
"VNG0194H"	-0.0222456089473197	-0.230671817735001	-1.24827306322252	-2.54338357954698	-0.789658080940789	-5.17787121347217	-0.908818717035454	-2.42701517137222	-0.0335567835288428	-0.644357016390513	-1.36257783450257	-0.119910296672558	-1.17118298150295	-2.16282315061889	-3.67300610495765	-1.9241486572738	-1.21066179247673	-1.73727128394399	-3.56843330103807	-3.29954372793566	-6.80339526365789	-2.52697942620991	-3.13040717688059	-3.83970234384852	-4.73073340896344	-0.76142602131324	-1.8773173575897	-3.86800612001137	-1.44816976483798	-0.269187489815617	-0.715392789507265	-0.569161200778954	-0.168418651624963	-1.34707364796661	-1.95192822138088	-6.34244146993208	-2.10373423424888	-1.08175517160169	-1.52326021619305	-2.4476108650443	-0.283690051182243	-0.391562202939173	-2.39909599337489
"VNG0226G"	-1.40649706843741	-0.569161200778954	-5.12604614560758	-1.60445037092306	-0.460449416440924	-0.0449973659307358	-0.491022996469811	-1.39432653281715	-0.980829253011726	-0.576253429088446	-1.61445045425764	-1.03563748950672	-1.27296567581289	-0.0212236364516267	-0.224394333215862	-0.257476230394715	-0.827822083886547	-1.46101790731583	-1.70374859190534	-0.642454066244427	-1.64506509007725	-1.11169752821677	-0.0161293819298836	-0.614336000135655	-0.135819723142535	-2.12026353620009	-4.15409456662788	-1.21739582465808	-0.156653810045377	-7.91561320438178	-8.36018944260657	-0.881889305156823	-0.412489723045129	-0.320205264157341	-0.154317360384357	-0.727738625329564	-0.681218609694672	-0.359536176219765	-0.742337424750717	-2.28278246569787	-3.02207624889359	-0.0460439385014068	-2.05572501506252
"VNG0243C"	-0.262664309476493	-0.00702461493696447	-1.31676829847128	-1.88387475813586	-0.048140375327935	-0.00100050033358353	-0.936493439191674	-0.827822083886547	-0.980829253011726	-0.209487224866724	-2.3697938426875	-0.832409247893453	0	-0.313341819232359	-0.293029678778376	-1.57503648571677	-0.0110609473594249	-9.239769182667	-0.103140758919513	-0.748659890490204	-0.983499481567605	-0.0366639843715915	-0.216913001563574	-2.00248050054371	-0.213193220461042	-1.33560124680437	-0.999672340813206	-0.0470916075338506	-1.00785792539965	-0.0512932943875506	-0.149660774554406	-1.24827306322252	-0.261364764134408	-0.767870726755882	-4.40631932724293	-0.116533816255952	-0.355247391947547	-1.52326021619305	-1.07587280169862	-0.0523464803722092	-2.3697938426875	-1.50507789710986	-0.119910296672558
"VNG0245G"	-0.679244275390954	-0.311974765020825	-0.827822083886547	-1.76609172247948	-2.48530672980934	-0.691149177897272	-1.73727128394399	-0.117658043468232	-0.362405618647717	-0.209487224866724	-2.04794287462046	-1.03563748950672	-0.277071893339765	-0.0100503358535015	-0.983499481567605	-1.70925824771631	-0.603306476560156	-1.8773173575897	-0.125563222975346	-1.17118298150295	-0.205794912979597	-0.08446915662645	-0.522560879984412	-0.113168698105638	-1.46101790731583	-0.162518929497775	-1.77785656405906	-0.146182510178081	-0.00601807232556302	-1.09362474715707	-1.40649706843741	-0.32989392126109	-1.59948758158093	-0.648173814917214	-0.941608539858445	-0.027371196796132	-0.787457860031187	-3.34104345884241	-9.04482593349861	-0.332679438382517	-2.23492644452023	-1.65548185093551	-2.89679232569909
"VNG0248C"	-1.03282454813011	-1.66600826392249	-1.8578992717326	-0.462035459596559	-0.627359440021942	-0.605136303237232	-0.311974765020825	-2.04022082852655	-0.632993257740198	-2.76939383134326	-1.26584820804402	-9.43598705350851	-1.98777435315401	-0.839329690738027	-1.11474167059799	-1.33941077522104	-0.260066905418808	-3.31869616015041	-1.58474529984373	-0.173163619009189	-1.26584820804402	-2.46275384514687	-4.6428720531721	-4.43121687886465	-4.09835258361964	-0.349557476169868	-1.55589714550607	-0.487760350834995	-12.3924022237217	-3.11226608980994	-7.12094849944318	-2.20727491318972	-3.58993950625903	-2.53704240420853	-0.0544561857960589	-3.24676102835774	-0.65200523722877	-18.1058700041123	-1.19732826160727	-0.53102833108351	-3.27280416689376	-1.78976146656538	-3.23398946267825
"VNG0249G"	-1.03282454813011	-1.66600826392249	-1.8578992717326	-0.462035459596559	-0.627359440021942	-0.605136303237232	-0.311974765020825	-2.04022082852655	-0.632993257740198	-2.76939383134326	-1.26584820804402	-9.43598705350851	-1.98777435315401	-0.839329690738027	-1.11474167059799	-1.33941077522104	-0.260066905418808	-3.31869616015041	-1.58474529984373	-0.173163619009189	-1.26584820804402	-2.46275384514687	-4.6428720531721	-4.43121687886465	-4.09835258361964	-0.349557476169868	-1.55589714550607	-0.487760350834995	-12.3924022237217	-3.11226608980994	-7.12094849944318	-2.20727491318972	-3.58993950625903	-2.53704240420853	-0.0544561857960589	-3.24676102835774	-0.65200523722877	-18.1058700041123	-1.19732826160727	-0.53102833108351	-3.27280416689376	-1.78976146656538	-3.23398946267825
"VNG0254G"	-1.93794197940614	-0.675307262431614	-0.378336440719912	-0.84863208340034	-0.928869514081015	-1.05843049903528	-2.9169210931297	-0.874669057183336	-0.236988958136263	-1.54646311327271	-0.814185508937001	-2.73799407747528	-2.77419000360676	-0.302457358033935	-1.32425897020044	-2.23492644452023	-3.10778177736261	-1.70925824771631	-1.11474167059799	-2.78871810416966	-5.26875856430649	-0.62548853208613	-1.89047544216721	-1.68200860526894	-7.30525221744112	-0.409473129505703	-0.168418651624963	-0.154317360384357	-1.09362474715707	-0.219400565035375	-1.59454929994035	-2.56135582195141	-0.832409247893453	-2.16282315061889	-0.499226487922639	-1.43129172705063	-2.00991547903123	-0.53785429615391	-0.986176859338322	-2.1982250776698	-1.38629436111989	-0.0855578883616465	-1.15836229307388
"VNG0285C"	-1.44816976483798	-0.525939261576039	-5.12604614560758	-4.01738352108597	-1.22758266996507	-3.41124771751566	-3.09224317393483	-1.88387475813586	-1.57987911019256	-3.75930191841048	-1.61445045425764	-1.96611285637283	-2.61046987276335	-2.2730262907525	-1.08767234862978	-3.89222037813197	-0.0130852395486555	-0.49429632181478	-0.610645959048202	-1.91054300521802	-11.5642187593578	-1.58474529984373	-1.62455155024415	-0.23572233352107	-0.800732391239883	-0.00904074465214907	-1.51412773262978	-0.767870726755882	-0.502526820951296	-0.644357016390513	-1.36257783450257	-0.476424197048658	-0.261364764134408	-1.96611285637283	-0.63487827243597	-1.75446368448436	-0.151986356997882	-2.4013010659332	-13.2501967489142	-1.1551826401565	-4.89151981320609	-0.215671536475509	-0.39452516806983
"VNG0303G"	-1.32425897020044	-0.410980288796275	-2.24431618487007	-1.32802545299591	-3.71317214668298	-2.00248050054371	-3.2519156789464	-0.896488104577975	-0.0523464803722092	-0.104250021373799	-0.772190387900398	-0.581605805827038	-1.2623083813389	-1.49165487677772	-0.273121921120451	-1.57503648571677	-1.12701176318981	-1.46101790731583	-1.15201306539522	-3.84904820626676	-0.17197526473981	-3.92713664323819	-0.522560879984412	-3.83970234384852	-0.135819723142535	-2.51207231786077	-0.841647188878389	-0.556869562267398	-0.353821874956326	-2.2730262907525	-5.32671684106973	-4.65226179352194	-2.43611648561857	-1.76026080216868	-0.941608539858445	-0.49429632181478	-1.4740332754279	-1.59454929994035	-0.830113035633103	-1.53247687129797	-0.260066905418808	-1.77195684193188	-0.825536368605691
"VNG0315G"	-3.9954046143672	-1.20064501423326	-3.65351231027664	-0.614336000135655	-0.601479992034121	-1.50058350752202	-2.02495335639577	-5.47744403244547	-1.3509272172826	-1.04128722204884	-0.772190387900398	-2.35177533718482	-3.9954046143672	-6.45033043194326	-5.83275285595316	-2.23492644452023	-4.00633368489939	-0.194799078305067	-4.11659017116942	-0.748659890490204	-3.87280229227486	-2.4949569856415	-4.32753844938981	-1.14885350510486	-1.70925824771631	-0.544727175441672	-2.3538783873816	-3.11677060193105	-1.22077992264232	-1.33560124680437	-1.38629436111989	-2.13707065451647	-2.43611648561857	-1.1679623668029	-1.82015894374975	-1.86433016206289	-0.465215112513938	-1.66073120682165	-1.9241486572738	-1.87080267656851	-0.0408219945202552	-3.23907853218572	-0.673344553263766
"VNG0324G"	-4.8809236875746	-0.421594490038048	-0.486133011175619	-4.92399898743671	-2.12026353620009	-1.30563645810244	-1.77785656405906	-0.110931560707282	-2.07944154167984	-0.34389975245001	-2.00991547903123	-0.119910296672558	-0.901402119380404	-1.99510039324608	-0.0855578883616465	-0.675307262431614	-0.827822083886547	-1.13631415585212	-2.79524341280459	-0.29975465368605	-2.98975020187644	-2.21640739675299	-0.00200200267067308	-0.424647927524938	-1.73727128394399	-1.54177926396029	-0.667479433811368	-0.994252273343867	-0.414001439130451	-0.183922838160928	-1.8578992717326	-5.11599580975408	-5.11100826824304	-0.102032725565152	-0.0140989243795016	-0.06720874969345	-0.440056552877783	-0.265268477614881	-0.019182819416774	-0.00803217169726427	-2.86998106824843	-2.68238245435363	-0.407968238326283
"VNG0330G"	-4.8809236875746	-2.871746293773	-0.896488104577975	-12.3685915750279	-1.44816976483798	-0.462035459596559	-0.671385688778433	-0.187535123846842	-2.36127408934273	-0.269187489815617	-0.520875959619492	-3.33822258250077	-1.46533756846034	-9.31126629056614	-0.780886094867952	-0.406465608441748	-0.750776293396582	-4.35831010805657	-0.70117935225721	-2.78871810416966	-0.926341067727656	-1.13631415585212	-0.886731929632611	-1.80788885115794	-2.57046453814965	-1.17118298150295	-1.35479569406052	-0.0932123817221787	-0.752897184965719	-2.33614187652289	-0.142716302201595	-1.50959257746438	-1.77195684193188	-2.1119647333854	-0.763569644856491	-1.86433016206289	-0.787457860031187	-0.27443684570176	-1.93794197940614	-0.671385688778433	-2.76780020550798	-0.00300450902029872	-4.89285225843987
